Group,Name,Link,Image,Title
置顶网页,文献翻译,https://www.scholaread.cn/?ref=yanweb,https://yanweb.top/assets/img/svg/scholaread.jpg,文献翻译
置顶网页,笔灵AI论文,https://ibiling.cn/paper?from=kyfwpaper,https://yanweb.top/assets/img/svg/ibiling.png,笔灵AI论文
置顶网页,Ai论文生成(专业版),https://www.aibiye.com/?code=XCbZfA,https://yanweb.top/assets/img/svg/aibiye.jpg,Ai论文生成(专业版)
置顶网页,小绿鲸英文文献阅读器,https://www.xljsci.com/?channelCode=D1sGbF,https://yanweb.top/assets/img/svg/xiaolvjing.png,小绿鲸英文文献阅读器
置顶网页,降AI率神器,https://www.scholingo.cn/ai-writer/detector?source=kyfw1,https://yanweb.top/assets/img/svg/ai-writer.png,降AI率神器
置顶网页,iThenticate查重,https://www.citexs.com/citexs_iThenticate,https://yanweb.top/assets/img/svg/iThenticate.png,iThenticate查重
置顶网页,AI率降到20%,https://www.aigcleaner.com/?source=ky,https://yanweb.top/assets/img/svg/aigcleaner.jpg,AI率降到20%
置顶网页,AI导航,https://www.yanweb.top/more/ai/,SVG icon,AI导航
置顶网页,降重降AI,https://www.aigcleaner.com/?source=ggj,https://yanweb.top/assets/img/svg/ggj.jpg,降重降AI
置顶网页,AI写综述,https://www.xieasy.com/tools/literatureReviewMarket?code=yanweb,https://yanweb.top/assets/img/svg/xiyi.png,AI写综述
置顶网页,AI一键论文·包AI率,https://www.aipaperpass.com/?pic=OgkQ,https://yanweb.top/assets/img/svg/aipaperpass.jpg,AI一键论文·包AI率
置顶网页,免费AI论文,https://www.scholingo.cn/?source=kyfw2,https://yanweb.top/assets/img/svg/kaoanmiaoxie.png,免费AI论文
置顶网页,面试答案提词器,https://offergoose.cn/lp/winrar2/,https://yanweb.top/assets/img/svg/offergoose.jpg,面试答案提词器
置顶网页,PaperFake AI写论文,https://paperfake.cn/?q=yanweb,https://yanweb.top/assets/img/svg/paperFake.png,PaperFake AI写论文
置顶网页,PaperFake专业降AI,https://paperfake.cn/aigc/?q=yanweb,https://yanweb.top/assets/img/svg/papeerfake1.jpg,PaperFake专业降AI
置顶网页,科研神站,https://www.yanweb.top/more/keyanshenzhan/,SVG icon,科研神站
置顶网页,免费AI面试官,https://offergoose.cn/lp/winrar/,https://yanweb.top/assets/img/svg/offergoose1.jpg,免费AI面试官
置顶网页,DeepSeek满血版插件,https://www.deepsider.ai/,https://yanweb.top/assets/img/svg/deepsider.png,DeepSeek满血版插件
置顶网页,茅茅虫论文写作,https://www.mmc.cc/?fromId=8x1bo0y4,https://yanweb.top/assets/img/svg/mymmc.png,茅茅虫论文写作
置顶网页,笔目鱼英文论文写作器,https://www.bmysci.com/?channelCode=kyfwad,https://yanweb.top/assets/img/svg/bmysci.jpg,笔目鱼英文论文写作器
置顶网页,AI英文论文润色,https://www.editage.cn/paperpal?utm_source=yanweb&utm_medium=Banner&utm_campaign=Banner,https://yanweb.top/assets/img/svg/editage.jpg,AI英文论文润色
置顶网页,工具导航,https://www.yanweb.top/more/tool/,SVG icon,工具导航
置顶网页,微信群聊,https://www.yanweb.top/more/wechat,SVG icon,微信群聊
置顶网页,赞赏本站,https://www.yanweb.top/more/donate/,SVG icon,赞赏本站
学术GPT,AI论文一键生成,https://ibiling.cn/paper?from=kyfwpaper2,https://yanweb.top/assets/img/svg/ibiling2.png,AI论文一键生成
学术GPT,免费 AI 写作,https://ibiling.cn/?from=kyfw,https://yanweb.top/assets/img/svg/1280X1280.png,免费 AI 写作
学术GPT,中科院学术GPT,https://www.academic.yanweb.top/,SVG icon,中科院学术GPT
学术GPT,Chatbox AI,https://www.ai-age.yanweb.top/?id=4,https://yanweb.top/assets/img/svg/chatbox.png,Chatbox AI
学术GPT,PDFMathTranslate,https://www.ai-age.yanweb.top/?id=5,SVG icon,PDFMathTranslate
学术GPT,NextChat,http://www.gpt.yanweb.top/,https://yanweb.top/assets/img/svg/nextchat.png,NextChat
学术GPT,使用说明,https://www.bbs.yanweb.top/d/96,SVG icon,使用说明
学术GPT,视频演示,https://www.bilibili.com/video/BV1V517Y4Ehv,SVG icon,视频演示
满血DeepSeek,Trae AI自动编程,https://www.trae.com.cn/?utm_source=advertising&utm_medium=yanweb_ug_cpa&utm_term=hw_trae_yanweb,https://yanweb.top/assets/img/svg/trae.png,Trae AI自动编程
满血DeepSeek,DeepSeek官方,https://chat.deepseek.com/,https://yanweb.top/assets/img/svg/deepseek.jpg,DeepSeek官方
满血DeepSeek,腾讯元宝,https://yuanbao.tencent.com/chat/,https://yanweb.top/assets/img/svg/deepseek.jpg,腾讯元宝
满血DeepSeek,华为小艺,https://xiaoyi.huawei.com/chat/,https://yanweb.top/assets/img/svg/xiaoyi.png,华为小艺
满血DeepSeek,超算互联网,https://www.scnet.cn/ui/chatbot/#/chat,https://yanweb.top/assets/img/svg/scnet.png,超算互联网
满血DeepSeek,秘塔AI,https://metaso.cn/,https://yanweb.top/assets/img/svg/metaso.png,秘塔AI
满血DeepSeek,纳米AI,https://www.n.cn/,https://yanweb.top/assets/img/svg/nami.png,纳米AI
满血DeepSeek,deepinfra,https://deepinfra.com/chat,https://yanweb.top/assets/img/svg/deepinfra.png,deepinfra
中文文献,笔灵AI降重,https://ibiling.cn/jiangchong?from=kyfwjc,https://yanweb.top/assets/img/svg/biling4.png,笔灵AI降重
中文文献,PubScholar,https://pubscholar.cn/,https://yanweb.top/assets/img/svg/cas.png,PubScholar
中文文献,万方,https://www.wanfangdata.com.cn/index.html,SVG icon,万方
中文文献,维普,https://qikan.cqvip.com/,SVG icon,维普
中文文献,科学文库,https://book.sciencereading.cn/,SVG icon,科学文库
中文文献,知网,https://www.cnki.net/,SVG icon,知网
中文文献,ChinaXiv,https://chinaxiv.org/home.htm,https://yanweb.top/assets/img/svg/chinaxiv.png,ChinaXiv
中文文献,超星期刊,https://qikan.chaoxing.com/,SVG icon,超星期刊
中文文献,博看期刊,http://new.bookan.com.cn/page/index.html,https://yanweb.top/assets/img/svg/bokan.png,博看期刊
中文文献,汉斯期刊,https://www.hanspub.org/,https://yanweb.top/assets/img/svg/hansi.png,汉斯期刊
中文文献,读秀学术搜素,https://edu.duxiu.com/,https://yanweb.top/assets/img/svg/duxiu.jpg,读秀学术搜素
中文文献,中国心理科学,https://lib.psych.ac.cn/library/home/index,https://yanweb.top/assets/img/svg/psych.png,中国心理科学
中文文献,中华医学期刊,https://www.medjournals.cn/index.do,https://yanweb.top/assets/img/svg/yiigle.png,中华医学期刊
中文文献,中国生物医学文献,https://www.sinomed.ac.cn/index.jsp,https://yanweb.top/assets/img/svg/sinomed.png,中国生物医学文献
中文文献,中科院科技期刊网,http://journals.cas.cn/pnav/,SVG icon,中科院科技期刊网
中文文献,中科院文献情报中心,https://www.las.ac.cn/,https://yanweb.top/assets/img/svg/las.png,中科院文献情报中心
中文文献,中国科技论文在线,https://paper.edu.cn/,https://yanweb.top/assets/img/svg/paper.png,中国科技论文在线
中文文献,中国科学文献服务系统,http://www.sciencechina.cn/,https://yanweb.top/assets/img/svg/las.png,中国科学文献服务系统
中文文献,中国社会科学文库,https://www.sklib.cn/,https://yanweb.top/assets/img/svg/sklib.png,中国社会科学文库
中文文献,国家科技图书文献中心,https://www.nstl.gov.cn/https://www.nstl.gov.cn/,https://yanweb.top/assets/img/svg/nstl.png,国家科技图书文献中心
中文文献,中国国家图书馆,https://www.nlc.cn/web/index.shtml,https://yanweb.top/assets/img/svg/nlc.png,中国国家图书馆
中文文献,大学数字图书馆,https://cadal.edu.cn/index/home,https://yanweb.top/assets/img/svg/cadal.png,大学数字图书馆
中文文献,全国图书馆联盟,http://www.ucdrs.superlib.net/,https://yanweb.top/assets/img/svg/ucdrs.png,全国图书馆联盟
中文文献,中国社会科学院图书馆,http://www.lib.cass.org.cn/,https://yanweb.top/assets/img/svg/cssn.png,中国社会科学院图书馆
中文文献,工程数字技术图书馆,https://netl.istic.ac.cn/site/home,https://yanweb.top/assets/img/svg/netl.png,工程数字技术图书馆
中文文献,国家哲学社会科学,https://www.ncpssd.cn/,https://yanweb.top/assets/img/svg/nssd.png,国家哲学社会科学
英文文献,Web of Science,https://www.webofscience.com/wos/,SVG icon,Web of Science
英文文献,Nature,https://www.nature.com/,https://yanweb.top/assets/img/svg/nature.png,Nature
英文文献,Science,https://www.science.org/,https://yanweb.top/assets/img/svg/science.png,Science
英文文献,Cell,https://www.cell.com/cell/home,https://yanweb.top/assets/img/svg/cell.png,Cell
英文文献,ScienceDirect,https://www.sciencedirect.com/,https://yanweb.top/assets/img/svg/sciencedirect.png,ScienceDirect
英文文献,Wiley,https://onlinelibrary.wiley.com/,https://yanweb.top/assets/img/svg/wiley.png,Wiley
英文文献,EI,https://www.engineeringvillage.com/home.url,https://yanweb.top/assets/img/svg/ei_x.png,EI
英文文献,APS,https://www.aps.org/,https://yanweb.top/assets/img/svg/aps.png,APS
英文文献,AIP,https://pubs.aip.org/,https://yanweb.top/assets/img/svg/aip.png,AIP
英文文献,ACM,https://dl.acm.org/,https://yanweb.top/assets/img/svg/acm.png,ACM
英文文献,ACS,https://pubs.acs.org/,https://yanweb.top/assets/img/svg/acs.png,ACS
英文文献,IOP,https://iopscience.iop.org/,https://yanweb.top/assets/img/svg/iop.png,IOP
英文文献,Annual Reviews,https://www.annualreviews.org/,https://yanweb.top/assets/img/svg/annualreviews.png,Annual Reviews
英文文献,OUP,https://global.oup.com/academic,https://yanweb.top/assets/img/svg/oup.png,OUP
英文文献,IEEE,https://ieeexplore.ieee.org/Xplore/home.jsp,https://yanweb.top/assets/img/svg/ieee.png,IEEE
英文文献,JSTOR,https://www.jstor.org/,https://yanweb.top/assets/img/svg/jstor.png,JSTOR
英文文献,Springer,https://link.springer.com/,https://yanweb.top/assets/img/svg/springer.png,Springer
英文文献,RSC,https://pubs.rsc.org/,https://yanweb.top/assets/img/svg/rsc.png,RSC
英文文献,PNAS,https://www.pnas.org/,https://yanweb.top/assets/img/svg/pnas.png,PNAS
英文文献,MDPI,https://www.mdpi.com/,https://yanweb.top/assets/img/svg/mdpi.png,MDPI
英文文献,ASCE,https://www.asce.org/,https://yanweb.top/assets/img/svg/asce.png,ASCE
英文文献,EBSCO,https://www.ebsco.com/,https://yanweb.top/assets/img/svg/ebsco.png,EBSCO
英文文献,Lancet,https://www.thelancet.com/,https://yanweb.top/assets/img/svg/lancet.png,Lancet
英文文献,JAMA,https://jamanetwork.com/journals/jama,https://yanweb.top/assets/img/svg/jama.png,JAMA
英文文献,NEJM,https://www.nejm.org/,https://yanweb.top/assets/img/svg/nejm.png,NEJM
英文文献,BMJ,https://www.bmj.com/,https://yanweb.top/assets/img/svg/bmj.png,BMJ
英文文献,APA,https://www.apa.org/,https://yanweb.top/assets/img/svg/apa.png,APA
英文文献,ProQuest,https://www.proquest.com/,https://yanweb.top/assets/img/svg/proquest.png,ProQuest
英文文献,X-MOL英文版,https://www.x-mol.net/,https://yanweb.top/assets/img/svg/x-mol.png,X-MOL英文版
英文文献,AMS,https://mathscinet.ams.org/mathscinet/publications-search,https://yanweb.top/assets/img/svg/ams.png,AMS
英文文献,PubChem,https://pubchem.ncbi.nlm.nih.gov/,https://yanweb.top/assets/img/svg/pubchem.png,PubChem
英文文献,arXiv,https://arxiv.org/,https://yanweb.top/assets/img/svg/arxiv.png,arXiv
论文写作,Ai论文（专业版）,https://www.aibiye.com/?code=OF5nUf,https://yanweb.top/assets/img/svg/aibiye1.jpg,Ai论文（专业版）
论文写作,茅茅虫论文写作,https://www.mmc.cc/?fromId=8x1bo0y4,https://yanweb.top/assets/img/svg/mymmc.png,茅茅虫论文写作
论文写作,免费AI论文,https://www.scholingo.cn/?source=kyfw2,https://yanweb.top/assets/img/svg/kaoanmiaoxie.png,免费AI论文
论文写作,PaperFake AI写论文,https://paperfake.cn/?q=yanweb,https://yanweb.top/assets/img/svg/paperFake.png,PaperFake AI写论文
论文写作,PaperFake专业降AI,https://paperfake.cn/aigc/?q=yanweb,https://yanweb.top/assets/img/svg/papeerfake1.jpg,PaperFake专业降AI
论文写作,笔目鱼英文论文写作器,https://www.bmysci.com/?channelCode=kyfwad,https://yanweb.top/assets/img/svg/bmysci.jpg,笔目鱼英文论文写作器
论文写作,AI英文论文润色,https://www.editage.cn/paperpal?utm_source=yanweb&utm_medium=Banner&utm_campaign=Banner,https://yanweb.top/assets/img/svg/editage.jpg,AI英文论文润色
论文写作,塞特新斯写作,https://www.citexs.com/Writing,https://yanweb.top/assets/img/svg/citexs.png,塞特新斯写作
检索工具,X-MOL,https://www.x-mol.com/,https://yanweb.top/assets/img/svg/x-mol.png,X-MOL
检索工具,赛特新斯,https://www.citexs.com/,https://yanweb.top/assets/img/svg/citexs.png,赛特新斯
检索工具,文献鸟,https://www.storkapp.cn/,https://yanweb.top/assets/img/svg/stork.png,文献鸟
检索工具,非晓数据,https://cboa.cqvip.com/,https://yanweb.top/assets/img/svg/feixiao.png,非晓数据
检索工具,Scidown,https://www.scidown.cn/,https://yanweb.top/assets/img/svg/scidown.png,Scidown
检索工具,Connected Papers,https://www.connectedpapers.com/,https://yanweb.top/assets/img/svg/connectedpapers.png,Connected Papers
检索工具,掌桥科研,https://www.zhangqiaokeyan.com/,https://yanweb.top/assets/img/svg/zhangqiaokeyan.png,掌桥科研
检索工具,Science Navigator,https://sci-navi.com/,https://yanweb.top/assets/img/svg/sci-navi.png,Science Navigator
检索工具,Taylor & Francis,https://www.tandfonline.com/,https://yanweb.top/assets/img/svg/tandfonline.png,Taylor & Francis
检索工具,Aminer,https://www.aminer.cn/,https://yanweb.top/assets/img/svg/aminer.png,Aminer
检索工具,MedReading,https://www.medreading.cn/pubmed_zh,https://yanweb.top/assets/img/svg/medreading.png,MedReading
检索工具,Cool Paper,https://papers.cool/,https://yanweb.top/assets/img/svg/paperscool.png,Cool Paper
专利检索,专利检索,https://pss-system.cponline.cnipa.gov.cn/conventionalSearch,SVG icon,专利检索
专利检索,专利之星检索,https://www.patentstar.com.cn/,https://yanweb.top/assets/img/svg/patentstar.png,专利之星检索
专利检索,专利信息服务平台,http://search.cnipr.com/,https://yanweb.top/assets/img/svg/cnipr.png,专利信息服务平台
专利检索,佰腾专利网,https://www.baiten.cn/,https://yanweb.top/assets/img/svg/baiten.png,佰腾专利网
专利检索,SooPAT专利搜索,https://www.soopat.com/,https://yanweb.top/assets/img/svg/soopat.png,SooPAT专利搜索
专利检索,中国专利下载,https://www.drugfuture.com/cnpat/cn_patent.asp,https://yanweb.top/assets/img/svg/china.png,中国专利下载
专利检索,美国专利下载,https://www.drugfuture.com/uspat/us_patent.asp,https://yanweb.top/assets/img/svg/usa.png,美国专利下载
专利检索,欧洲专利下载,https://www.drugfuture.com/eppat/patent.asp,https://yanweb.top/assets/img/svg/europe.png,欧洲专利下载
专利检索,查思专利,https://www.chaspark.com/patents/,https://yanweb.top/assets/img/svg/chaspark.png,查思专利
专利检索,专利顾如,https://www.patentguru.com/cn,https://yanweb.top/assets/img/svg/patentguru.png,专利顾如
专利检索,美国专利检索,https://ppubs.uspto.gov/pubwebapp/static/pages/ppubsbasic.html,https://yanweb.top/assets/img/svg/uspto.png,美国专利检索
期刊检索,JCR分区,https://jcr.clarivate.com/jcr/home,SVG icon,JCR分区
期刊检索,期刊分区表,https://www.ziyuan.yanweb.top/blog/6,https://yanweb.top/assets/img/svg/qkfqb.png,期刊分区表
期刊检索,核心期刊查询,http://corejournal.lib.sjtu.edu.cn/,https://yanweb.top/assets/img/svg/hexinqikan.png,核心期刊查询
期刊检索,北大期刊网,http://ccj.pku.edu.cn/,https://yanweb.top/assets/img/svg/bdqk.jpg,北大期刊网
期刊检索,LetPub期刊查询,https://www.letpub.com.cn/index.php,https://yanweb.top/assets/img/svg/letpub.png,LetPub期刊查询
期刊检索,科研通期刊,https://www.ablesci.com/journal,https://yanweb.top/assets/img/svg/ablesci.png,科研通期刊
期刊检索,GoingPub,https://www.goingpub.com/journal/,https://yanweb.top/assets/img/svg/goingpub.png,GoingPub
期刊检索,中国学术期刊,https://cajn.cnki.net/cajn/,SVG icon,中国学术期刊
期刊检索,MedSci期刊查询,https://www.medsci.cn/sci/index.do,https://yanweb.top/assets/img/svg/medsci.png,MedSci期刊查询
期刊检索,JustScience,https://sci.justscience.cn/,https://yanweb.top/assets/img/svg/justscience.png,JustScience
期刊检索,X-MOL期刊,https://www.x-mol.com/paper/chem,https://yanweb.top/assets/img/svg/x-mol.png,X-MOL期刊
期刊检索,iJournal,https://ijournal.topeditsci.com/home,https://yanweb.top/assets/img/svg/ijournal.png,iJournal
期刊检索,爱科学,https://www.iikx.com/sci/,https://yanweb.top/assets/img/svg/iikx.png,爱科学
期刊检索,艾斯科蓝期刊,https://www.ais.cn/journal,https://yanweb.top/assets/img/svg/ais.png,艾斯科蓝期刊
期刊检索,核心期刊网,https://www.hxqikanlw.com/,https://yanweb.top/assets/img/svg/hxqkw.png,核心期刊网
科研社区,科研交流社区,https://www.bbs.yanweb.top/,https://yanweb.top/assets/img/logo.png,科研交流社区
科研社区,科学网,https://www.sciencenet.cn/,https://yanweb.top/assets/img/svg/sciencenet.png,科学网
科研社区,ResearchGate,https://www.researchgate.net/,https://yanweb.top/assets/img/svg/researchgate.png,ResearchGate
科研社区,小木虫,https://muchong.com/,https://yanweb.top/assets/img/svg/muchong.png,小木虫
科研社区,丁香园社区,https://www.dxy.cn/bbs/newweb/pc/home,https://yanweb.top/assets/img/svg/dxy.png,丁香园社区
科研社区,谷粉学术论坛,https://bbs.99lb.net/,https://yanweb.top/assets/img/svg/99lb.png,谷粉学术论坛
科研社区,Sci-Hub中文社区,https://discuss.sci-hub.org.cn/,https://yanweb.top/assets/img/svg/scihub.png,Sci-Hub中文社区
科研社区,X-MOL问答,https://www.x-mol.com/ask,https://yanweb.top/assets/img/svg/x-mol.png,X-MOL问答
科研社区,科研通交流社区,https://www.ablesci.com/post,https://yanweb.top/assets/img/svg/ablesci.png,科研通交流社区
科研社区,经管之家,https://bbs.pinggu.org/,https://yanweb.top/assets/img/svg/jgzj.png,经管之家
科研社区,医学论坛网,https://www.cmt.com.cn/,https://yanweb.top/assets/img/svg/cmt.png,医学论坛网
科研社区,科研星球,https://www.51xxziyuan.com/bbs.php,https://yanweb.top/assets/img/svg/kyxq.png,科研星球
科研社区,晓木虫论坛,https://www.emuchong.com/forum/,https://yanweb.top/assets/img/svg/emuchong.png,晓木虫论坛
科研社区,生物谷,https://www.bioon.com/,https://yanweb.top/assets/img/svg/bioon.png,生物谷
科研社区,答魔科研,http://www.damor.cn/,https://yanweb.top/assets/img/svg/damor.png,答魔科研
科研社区,电池社区,https://dcsq.com/bbs,https://yanweb.top/assets/img/svg/dcsq.png,电池社区
科研社区,考研论坛,https://down.bbs.kaoyan.com/,https://yanweb.top/assets/img/svg/kaoyan.png,考研论坛
科研社区,计算化学公社,http://bbs.keinsci.com/forum.php,https://yanweb.top/assets/img/svg/keinsci.png,计算化学公社
文献管理,EndNote,https://www.bbs.yanweb.top/d/79,https://yanweb.top/assets/img/svg/endnote.png,EndNote
文献管理,Mendeley,https://www.mendeley.com/,https://yanweb.top/assets/img/svg/mendeley.png,Mendeley
文献管理,NoteExpress,https://jc.inoteexpress.com/dynamo/index.html,https://yanweb.top/assets/img/svg/inoteexpress.png,NoteExpress
文献管理,知网研学,https://x.cnki.net/web/search/#/down,https://yanweb.top/assets/img/svg/estudy.png,知网研学
文献管理,Zotero,https://www.zotero.org/,https://yanweb.top/assets/img/svg/zotero.png,Zotero
文献管理,NoteFirst,http://www.notefirst.com/#/,https://yanweb.top/assets/img/svg/notefirst.png,NoteFirst
文献管理,ReadPaper,https://readpaper.com/new,https://yanweb.top/assets/img/svg/readpaper.png,ReadPaper
文献管理,Papers,https://www.papersapp.com/,https://yanweb.top/assets/img/svg/papers.png,Papers
文献管理,Paperlib,https://paperlib.app/cn/,https://yanweb.top/assets/img/svg/paperlib.png,Paperlib
文献管理,靠岸学术,https://www.scholaread.cn?ref=wxgl,https://yanweb.top/assets/img/svg/scholaread.jpg,靠岸学术
论文查重,知网查重,https://cx.cnki.net/#/login,SVG icon,知网查重
论文查重,iThenticate查重,https://www.citexs.com/citexs_iThenticate,https://yanweb.top/assets/img/svg/iThenticate.png,iThenticate查重
论文查重,茅茅虫查重,https://www.mmc.cc/?fromId=8x1bo0y4,https://yanweb.top/assets/img/svg/mymmc.png,茅茅虫查重
论文查重,万方检测,https://check.wanfangdata.com.cn/,SVG icon,万方检测
论文查重,维普论文检测,https://vpcs.cqvip.com/,SVG icon,维普论文检测
论文查重,学信网查重,https://chsi.wanfangtech.net/,SVG icon,学信网查重
论文查重,百度学术查重,https://xueshu.baidu.com/usercenter/papercheck/platfromlist,SVG icon,百度学术查重
数据查找,国家数据,https://data.stats.gov.cn/,https://yanweb.top/assets/img/svg/stats.png,国家数据
数据查找,国家统计局,https://www.stats.gov.cn/,https://yanweb.top/assets/img/svg/statsgov.png,国家统计局
数据查找,互联网信息中心,https://www.cnnic.net.cn/,https://yanweb.top/assets/img/svg/cnnic.png,互联网信息中心
数据查找,前瞻数据库,https://d.qianzhan.com/,https://yanweb.top/assets/img/svg/qianzhan.png,前瞻数据库
数据查找,CnOpenData,https://www.cnopendata.com/,https://yanweb.top/assets/img/svg/cnopendata.png,CnOpenData
数据查找,法律法规,https://flk.npc.gov.cn/,https://yanweb.top/assets/img/svg/flk.png,法律法规
数据查找,东方财富书籍,https://data.eastmoney.com/center/https://data.eastmoney.com/center/,https://yanweb.top/assets/img/svg/eastmoney.png,东方财富书籍
数据查找,同花顺数据,https://data.10jqka.com.cn/,https://yanweb.top/assets/img/svg/10jqka.png,同花顺数据
院校相关,院校库,https://yz.chsi.com.cn/sch/,https://yanweb.top/assets/img/svg/chsi.png,院校库
院校相关,专业知识库,https://yz.chsi.com.cn/zyk/,https://yanweb.top/assets/img/svg/chsi.png,专业知识库
院校相关,青塔数据,https://www.cingta.com/opendata/list,https://yanweb.top/assets/img/svg/cingta.png,青塔数据
院校相关,软科排名,https://www.shanghairanking.cn/,https://yanweb.top/assets/img/svg/ruanke.png,软科排名
院校相关,中国大学排行榜,https://www.cnur.com/,https://yanweb.top/assets/img/svg/cnur.png,中国大学排行榜
院校相关,世界大学排名,https://www.ukpass.org/ranking/index-1-0-0.html,https://yanweb.top/assets/img/svg/qs.png,世界大学排名
院校相关,国家社科基金,https://fz.people.com.cn/skygb/sk/index.php/index,https://yanweb.top/assets/img/svg/skygb.png,国家社科基金
院校相关,国科基金,https://www.nsfc.gov.cn/,https://yanweb.top/assets/img/svg/nsfc.png,国科基金
院校相关,国科基金大数据,https://kd.nsfc.cn/,https://yanweb.top/assets/img/svg/kdnsfc.png,国科基金大数据
摸鱼神器,60s读懂世界,https://www.yanweb.top/joy/60s/,SVG icon,60s读懂世界
摸鱼神器,今天吃什么,https://www.yanweb.top/joy/eat/,SVG icon,今天吃什么
摸鱼神器,放个烟花,https://www.yanweb.top/joy/firework/,SVG icon,放个烟花
摸鱼神器,电子木鱼,https://www.yanweb.top/joy/muyu/,SVG icon,电子木鱼
摸鱼神器,挑战10秒,https://www.yanweb.top/joy/ten-seconds/,SVG icon,挑战10秒
摸鱼神器,2048小游戏,https://www.yanweb.top/joy/2048/,https://yanweb.top/assets/img/svg/2048.png,2048小游戏
摸鱼神器,五子棋,https://www.yanweb.top/joy/five-in-a-row/,SVG icon,五子棋
摸鱼神器,俄罗斯方块,https://www.yanweb.top/joy/teris/,SVG icon,俄罗斯方块
摸鱼神器,圈小猫,https://www.yanweb.top/joy/catch-the-cat/,SVG icon,圈小猫
摸鱼神器,聆音,https://www.yanweb.top/joy/relax/,SVG icon,聆音
摸鱼神器,找色差,https://www.yanweb.top/joy/colorcube/,SVG icon,找色差
摸鱼神器,扫雷,https://www.yanweb.top/joy/saolei/,SVG icon,扫雷